1,45138
2,69679
3,11676
4,33995
5,28783
6,23594
7,2595
8,34671
9,68036
10,15420
11,86557
12,2447
13,76996
14,79842
15,74945
16,5836
17,86483
18,51630
19,31184
20,75293
21,34031
22,8918
23,38084
24,94409
25,8255
26,14269
27,44224
28,96852
29,15803
30,44381
31,36456
32,32221
33,59723
34,97557
35,66800
36,78475
37,12060
38,94746
39,42805
40,88047
41,25126
42,41166
43,4456
44,57283
45,79198
46,11878
47,79649
48,38426
49,16531
50,50334
51,72399
52,51285
53,64737
54,69035
55,3079
56,486
57,51473
58,52759
59,79565
60,70151
61,62473
62,56316
63,75216
64,21605
65,81781
66,49742
67,10336
68,15518
69,99420
70,33752
71,63257
72,35713
73,2254
74,90613
75,1297
76,69840
77,1443
78,74435
79,42431
80,28830
81,90316
82,40958
83,63120
84,72807
85,16210
86,81138
87,40319
88,18157
89,6647
90,2577
91,93686
92,25435
93,86575
94,68850
95,77940
96,4145
97,38877
98,87273
99,45937
100,69336
