1,27858
2,97258
3,4173
4,75662
5,29113
6,74991
7,71703
8,89308
9,25007
10,5259
11,57101
12,78018
13,28707
14,208
15,3138
16,77883
17,63629
18,81883
19,18088
20,26014
21,1362
22,54782
23,79461
24,11647
25,62966
26,52498
27,78494
28,36454
29,58689
30,20684
31,20413
32,79878
33,65003
34,98816
35,2067
36,37338
37,12713
38,17707
39,25745
40,97533
41,4207
42,9168
43,8745
44,47257
45,88128
46,8209
47,91732
48,69555
49,50548
50,75998
51,48767
52,99875
53,92412
54,98699
55,43846
56,52925
57,38371
58,67249
59,7489
60,99270
61,84362
62,31371
63,29382
64,59909
65,64649
66,22374
67,41787
68,85483
69,68689
70,268
71,23754
72,40561
73,96486
74,15556
75,99764
76,66535
77,53320
78,49901
79,46524
80,97163
81,15471
82,76647
83,52044
84,73794
85,41520
86,35015
87,24750
88,55259
89,69025
90,64246
91,36712
92,13613
93,49521
94,71654
95,58094
96,70805
97,99366
98,98043
99,21799
100,14960
