1,60736
1,1282
2,9804
3,28644
4,10516
5,33392
6,12453
7,67811
8,82667
9,71976
10,74297
11,39085
12,92725
13,43375
14,68611
15,84144
16,53988
17,18526
18,41001
19,66309
20,5257
21,21748
22,4406
23,1230
24,63029
25,53514
26,69827
27,28289
28,91470
29,60271
30,99724
31,19991
32,20005
33,38306
34,88017
35,9251
36,90083
36,61476
37,38786
38,98262
39,81990
40,78639
41,98407
42,48331
43,68485
44,49829
45,936
46,96939
47,36368
48,31209
49,58252
50,19034
51,28346
52,58139
53,81912
54,53475
55,31316
56,28435
57,5189
58,93057
59,2560
60,95341
61,82767
62,98303
63,85810
64,47503
65,57428
66,75968
67,82143
68,88233
69,23008
70,8226
71,13980
72,82434
73,10081
74,13082
75,66266
76,17520
77,48450
78,80699
79,59570
80,39461
81,34271
82,3431
83,69099
84,32874
85,60542
86,16268
87,65098
88,59200
89,23534
90,97307
91,55613
92,29088
93,47532
94,41857
95,49621
96,24246
97,82675
98,10096
99,34923
100,74376
