1,58829
2,32877
3,15557
4,13395
5,89056
6,7788
7,54065
8,91413
9,18148
10,34552
11,77178
12,48634
13,62153
14,55326
15,44916
16,18874
17,32705
18,5500
19,15641
20,65404
21,46351
22,75821
23,84347
24,18368
25,24296
26,4301
27,65058
28,38703
29,88549
30,52365
31,26939
32,77871
33,79433
34,28173
35,84147
36,52970
37,91910
38,33849
39,98289
40,84193
41,67618
42,49737
43,74021
44,74905
45,80758
46,41745
47,75438
48,61761
49,84730
50,25386
51,39432
52,40044
53,53895
54,72583
55,57479
56,60653
57,15816
58,22540
59,29183
60,95553
61,65251
62,1704
63,18048
64,86214
65,60259
66,56270
67,35064
68,16279
69,79826
70,94686
71,32791
72,33266
73,66445
74,88511
75,32121
76,65407
77,61425
78,4625
79,60044
80,31191
81,27774
82,3692
83,57954
84,28476
85,17910
86,64508
87,74279
88,46185
89,32617
90,61673
91,77068
92,95266
93,63599
94,29729
95,49787
96,82166
97,60467
98,81288
99,26945
100,87159
